customerID,gender,SeniorCitizenLabel,Partner,Dependents,tenure,TenureGroup,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,EstimatedAnnualRevenue,AverageMonthlyValue,MonthlyChargeBand,Churn,ChurnFlag,PredictedChurnProbability,ChurnRiskBand,RecommendedRetentionAction
8076-FEZKJ,Male,Non-Senior,No,No,10,0-12 Months,One year,No,Mailed check,19.5,225.85,234.0,22.585,Low Value,No,0,0.10265818256584405,Low Risk,Maintain standard service and monitor customer experience
5197-YPYBZ,Female,Non-Senior,Yes,Yes,12,0-12 Months,Two year,No,Credit card (automatic),25.25,274.7,303.0,22.891666666666666,Low Value,No,0,0.0889807019611588,Low Risk,Maintain standard service and monitor customer experience
8337-MSSXB,Female,Non-Senior,No,No,14,13-24 Months,Month-to-month,Fiber optic,Electronic check,86.3,1180.95,1035.6,84.35357142857143,Mid-High Value,Yes,1,0.7700644635084926,Critical Risk,"Urgent retention call, service review, personalised offer"
4312-GVYNH,Female,Non-Senior,Yes,No,70,49+ Months,Two year,DSL,Bank transfer (automatic),49.85,3370.2,598.2,48.14571428571429,Mid-Low Value,No,0,0.08381714656580795,Low Risk,Maintain standard service and monitor customer experience
8495-LJDFO,Female,Senior,No,No,64,49+ Months,Month-to-month,Fiber optic,Bank transfer (automatic),108.95,7111.3,1307.4,111.1140625,High Value,No,0,0.462873183867361,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
0839-JTCUD,Female,Non-Senior,Yes,Yes,66,49+ Months,Two year,DSL,Credit card (automatic),89.9,5958.85,1078.8000000000002,90.28560606060609,High Value,No,0,0.06845244247699642,Low Risk,Maintain standard service and monitor customer experience
5494-WOZRZ,Female,Non-Senior,Yes,Yes,71,49+ Months,Two year,DSL,Credit card (automatic),82.0,5999.85,984.0,84.5049295774648,Mid-High Value,No,0,0.06469148423445095,Low Risk,Maintain standard service and monitor customer experience
1302-UHBDD,Male,Senior,No,No,20,13-24 Months,Month-to-month,Fiber optic,Electronic check,89.95,1648.45,1079.4,82.4225,High Value,No,0,0.6953451357515964,High Risk,Proactive retention campaign and contract upgrade incentive
2234-EOFPT,Male,Non-Senior,Yes,No,72,49+ Months,Two year,DSL,Bank transfer (automatic),79.35,5753.25,952.2,79.90625,Mid-High Value,No,0,0.0648287499341304,Low Risk,Maintain standard service and monitor customer experience
8619-IJNDK,Female,Non-Senior,Yes,Yes,71,49+ Months,Two year,DSL,Credit card (automatic),64.05,4492.9,768.5999999999999,63.28028169014084,Mid-Low Value,No,0,0.06241970700262576,Low Risk,Maintain standard service and monitor customer experience
8378-LKJAF,Male,Non-Senior,Yes,Yes,38,25-48 Months,Month-to-month,Fiber optic,Credit card (automatic),101.15,3956.7,1213.8000000000002,104.1236842105263,High Value,No,0,0.6618526443939569,High Risk,Proactive retention campaign and contract upgrade incentive
8182-BJDSI,Female,Non-Senior,No,No,28,25-48 Months,Month-to-month,Fiber optic,Electronic check,89.95,2625.55,1079.4,93.76964285714288,High Value,Yes,1,0.7072526418814562,High Risk,Proactive retention campaign and contract upgrade incentive
2528-HFYZX,Male,Senior,Yes,No,17,13-24 Months,Month-to-month,Fiber optic,Electronic check,76.45,1233.4,917.4,72.5529411764706,Mid-High Value,Yes,1,0.7218566617139957,High Risk,Proactive retention campaign and contract upgrade incentive
1153-GNOLC,Male,Non-Senior,No,No,33,25-48 Months,One year,DSL,Electronic check,39.1,1309.0,469.2000000000001,39.66666666666666,Mid-Low Value,No,0,0.3215256160424805,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
3298-QEICA,Female,Non-Senior,Yes,Yes,23,13-24 Months,Two year,DSL,Mailed check,34.6,813.45,415.2000000000001,35.36739130434783,Low Value,No,0,0.11651019111745235,Low Risk,Maintain standard service and monitor customer experience
0788-DXBFY,Male,Non-Senior,Yes,Yes,58,49+ Months,One year,No,Electronic check,19.55,1108.8,234.6,19.117241379310343,Low Value,No,0,0.08806971236926245,Low Risk,Maintain standard service and monitor customer experience
3597-YASZG,Female,Senior,Yes,No,70,49+ Months,Two year,Fiber optic,Bank transfer (automatic),104.45,7349.35,1253.4,104.99071428571428,High Value,No,0,0.28200259657503324,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
3496-LFSZU,Male,Non-Senior,Yes,No,4,0-12 Months,Month-to-month,Fiber optic,Electronic check,70.5,294.2,846.0,73.55,Mid-High Value,No,0,0.8127670242213079,Critical Risk,"Urgent retention call, service review, personalised offer"
5242-UOWHD,Male,Non-Senior,Yes,Yes,45,25-48 Months,Two year,No,Mailed check,20.35,929.2,244.2,20.64888888888889,Low Value,No,0,0.023362735232657902,Low Risk,Maintain standard service and monitor customer experience
2482-CZGBB,Male,Non-Senior,No,No,10,0-12 Months,Month-to-month,Fiber optic,Electronic check,70.0,740.0,840.0,74.0,Mid-Low Value,Yes,1,0.8132999026166415,Critical Risk,"Urgent retention call, service review, personalised offer"
6479-SZPLM,Male,Non-Senior,Yes,Yes,36,25-48 Months,Two year,No,Credit card (automatic),19.45,754.5,233.4,20.95833333333333,Low Value,No,0,0.024976831857868073,Low Risk,Maintain standard service and monitor customer experience
8097-VBQTZ,Male,Non-Senior,No,No,54,49+ Months,Month-to-month,DSL,Mailed check,69.9,3883.3,838.8000000000001,71.91296296296296,Mid-Low Value,No,0,0.2331158914766835,Low Risk,Maintain standard service and monitor customer experience
4500-HKANN,Male,Non-Senior,Yes,Yes,23,13-24 Months,Two year,DSL,Mailed check,59.7,1414.2,716.4000000000001,61.48695652173913,Mid-Low Value,No,0,0.12899016298085247,Low Risk,Maintain standard service and monitor customer experience
9917-KWRBE,Female,Non-Senior,Yes,Yes,41,25-48 Months,One year,DSL,Credit card (automatic),78.35,3211.2,940.2,78.32195121951219,Mid-High Value,No,0,0.20174458092564193,Low Risk,Maintain standard service and monitor customer experience
3420-ZDBMA,Male,Senior,No,No,5,0-12 Months,Month-to-month,Fiber optic,Mailed check,71.45,371.6,857.4000000000001,74.32000000000001,Mid-High Value,No,0,0.8318591638103894,Critical Risk,"Urgent retention call, service review, personalised offer"
2212-LYASK,Male,Non-Senior,Yes,Yes,27,25-48 Months,One year,DSL,Credit card (automatic),45.85,1246.4,550.2,46.162962962962965,Mid-Low Value,No,0,0.3306603245425513,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
1393-IMKZG,Female,Non-Senior,No,No,1,0-12 Months,Month-to-month,Fiber optic,Electronic check,95.85,95.85,1150.1999999999998,95.85,High Value,No,0,0.8495184841003429,Critical Risk,"Urgent retention call, service review, personalised offer"
8069-RHUXK,Female,Non-Senior,Yes,Yes,67,49+ Months,Two year,DSL,Credit card (automatic),35.7,2545.7,428.4,37.9955223880597,Mid-Low Value,No,0,0.07829466341646914,Low Risk,Maintain standard service and monitor customer experience
3398-GCPMU,Female,Senior,Yes,Yes,72,49+ Months,Two year,DSL,Credit card (automatic),89.55,6448.85,1074.6,89.56736111111111,Mid-High Value,No,0,0.07663067774725076,Low Risk,Maintain standard service and monitor customer experience
2908-WGAXL,Female,Non-Senior,Yes,Yes,56,49+ Months,Two year,No,Credit card (automatic),24.95,1468.9,299.4,26.230357142857144,Low Value,No,0,0.03686405742568654,Low Risk,Maintain standard service and monitor customer experience
3378-AJRAO,Male,Non-Senior,Yes,Yes,44,25-48 Months,One year,No,Electronic check,24.85,1013.6,298.20000000000005,23.036363636363635,Low Value,No,0,0.0758504556051635,Low Risk,Maintain standard service and monitor customer experience
1013-QCWAM,Female,Senior,Yes,No,66,49+ Months,Month-to-month,Fiber optic,Electronic check,100.8,6690.75,1209.6,101.375,High Value,No,0,0.6528412570691552,High Risk,Proactive retention campaign and contract upgrade incentive
0866-QLSIR,Female,Non-Senior,No,No,34,25-48 Months,One year,DSL,Mailed check,64.4,2088.75,772.8000000000001,61.43382352941177,Mid-Low Value,Yes,1,0.1610502384970929,Low Risk,Maintain standard service and monitor customer experience
6050-FFXES,Female,Non-Senior,Yes,No,69,49+ Months,Two year,Fiber optic,Bank transfer (automatic),105.35,7240.65,1264.1999999999998,104.93695652173912,High Value,No,0,0.2784967334045054,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
7181-BQYBV,Female,Non-Senior,Yes,Yes,1,0-12 Months,Month-to-month,Fiber optic,Electronic check,102.45,102.45,1229.4,102.45,High Value,Yes,1,0.8411504972784972,Critical Risk,"Urgent retention call, service review, personalised offer"
0362-RAOQO,Female,Non-Senior,No,No,40,25-48 Months,Two year,No,Credit card (automatic),19.65,830.25,235.8,20.75625,Low Value,No,0,0.0361769222418843,Low Risk,Maintain standard service and monitor customer experience
9554-DFKIC,Male,Non-Senior,Yes,Yes,30,25-48 Months,Month-to-month,DSL,Bank transfer (automatic),54.45,1588.7,653.4000000000001,52.95666666666667,Mid-Low Value,No,0,0.3304159318447247,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
5527-ACHSO,Female,Non-Senior,No,No,11,0-12 Months,Month-to-month,DSL,Mailed check,70.5,829.3,846.0,75.39090909090909,Mid-High Value,No,0,0.5219567523702487,High Risk,Proactive retention campaign and contract upgrade incentive
0829-DDVLK,Female,Non-Senior,No,No,15,13-24 Months,One year,No,Credit card (automatic),20.1,302.45,241.2,20.16333333333333,Low Value,No,0,0.09474450165339217,Low Risk,Maintain standard service and monitor customer experience
1399-UBQIU,Male,Non-Senior,No,No,11,0-12 Months,Month-to-month,DSL,Electronic check,69.35,712.25,832.1999999999999,64.75,Mid-Low Value,No,0,0.5909523582651723,High Risk,Proactive retention campaign and contract upgrade incentive
1813-JLKWR,Female,Non-Senior,Yes,Yes,64,49+ Months,One year,No,Bank transfer (automatic),19.8,1336.65,237.6,20.88515625,Low Value,No,0,0.07211669365410461,Low Risk,Maintain standard service and monitor customer experience
0336-PIKEI,Male,Senior,Yes,No,72,49+ Months,Two year,DSL,Bank transfer (automatic),74.4,5360.75,892.8000000000001,74.45486111111111,Mid-High Value,No,0,0.08954582794192097,Low Risk,Maintain standard service and monitor customer experience
7322-OCWHC,Male,Senior,Yes,No,72,49+ Months,Two year,Fiber optic,Bank transfer (automatic),93.05,6735.05,1116.6,93.54236111111112,High Value,No,0,0.10716675621157395,Low Risk,Maintain standard service and monitor customer experience
9537-VHDTA,Female,Non-Senior,No,Yes,1,0-12 Months,Month-to-month,DSL,Mailed check,51.2,51.2,614.4000000000001,51.2,Mid-Low Value,No,0,0.5889882151371707,High Risk,Proactive retention campaign and contract upgrade incentive
4957-TIALW,Female,Non-Senior,No,Yes,15,13-24 Months,One year,DSL,Credit card (automatic),65.6,1010.0,787.1999999999999,67.33333333333333,Mid-Low Value,No,0,0.19748237054590562,Low Risk,Maintain standard service and monitor customer experience
2054-PJOCK,Female,Non-Senior,No,No,60,49+ Months,One year,DSL,Credit card (automatic),80.55,4847.05,966.6,80.78416666666666,Mid-High Value,No,0,0.2032102240699213,Low Risk,Maintain standard service and monitor customer experience
9150-HEPMB,Male,Non-Senior,No,No,56,49+ Months,One year,DSL,Mailed check,52.7,3019.7,632.4000000000001,53.92321428571428,Mid-Low Value,No,0,0.164732807869801,Low Risk,Maintain standard service and monitor customer experience
9030-QGZNL,Female,Non-Senior,No,No,8,0-12 Months,Two year,No,Mailed check,20.85,161.65,250.2,20.20625,Low Value,No,0,0.10339736700452788,Low Risk,Maintain standard service and monitor customer experience
6204-IEUXJ,Female,Non-Senior,No,No,3,0-12 Months,Month-to-month,Fiber optic,Credit card (automatic),80.1,217.55,961.2,72.51666666666667,Mid-High Value,Yes,1,0.7627641635901808,Critical Risk,"Urgent retention call, service review, personalised offer"
3126-WQMGH,Female,Non-Senior,Yes,No,49,49+ Months,Month-to-month,DSL,Credit card (automatic),52.15,2583.75,625.8,52.72959183673469,Mid-Low Value,No,0,0.37026423277199855,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4529-CKBCL,Female,Non-Senior,No,No,2,0-12 Months,Month-to-month,Fiber optic,Electronic check,80.2,146.05,962.4,73.025,Mid-High Value,Yes,1,0.8622037205110213,Critical Risk,"Urgent retention call, service review, personalised offer"
2506-CLAKW,Female,Non-Senior,No,No,6,0-12 Months,Month-to-month,Fiber optic,Bank transfer (automatic),98.15,567.45,1177.8000000000002,94.575,High Value,Yes,1,0.7716526673508429,Critical Risk,"Urgent retention call, service review, personalised offer"
7176-WRTNX,Male,Non-Senior,No,No,70,49+ Months,Two year,Fiber optic,Bank transfer (automatic),114.95,7711.25,1379.4,110.16071428571428,High Value,No,0,0.24098234744850477,Low Risk,Maintain standard service and monitor customer experience
1583-IHQZE,Male,Non-Senior,No,No,12,0-12 Months,Month-to-month,Fiber optic,Mailed check,112.95,1384.75,1355.4,115.39583333333331,High Value,Yes,1,0.7622267821482791,Critical Risk,"Urgent retention call, service review, personalised offer"
5732-IKGQH,Male,Senior,Yes,No,52,49+ Months,One year,Fiber optic,Bank transfer (automatic),104.45,5481.25,1253.4,105.40865384615384,High Value,No,0,0.41505321394239614,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
9239-GZHZE,Female,Non-Senior,Yes,No,72,49+ Months,Two year,Fiber optic,Credit card (automatic),113.65,8124.2,1363.8000000000002,112.83611111111112,High Value,No,0,0.12241310640057881,Low Risk,Maintain standard service and monitor customer experience
7205-BAIAD,Female,Non-Senior,No,No,40,25-48 Months,Two year,No,Bank transfer (automatic),20.6,827.3,247.2,20.6825,Low Value,No,0,0.03417151575742334,Low Risk,Maintain standard service and monitor customer experience
0151-ONTOV,Female,Non-Senior,No,No,1,0-12 Months,Month-to-month,Fiber optic,Mailed check,70.9,70.9,850.8000000000001,70.9,Mid-High Value,Yes,1,0.8335391935412708,Critical Risk,"Urgent retention call, service review, personalised offer"
4140-MUHUG,Female,Senior,No,No,3,0-12 Months,Month-to-month,Fiber optic,Electronic check,86.85,220.95,1042.1999999999998,73.64999999999999,Mid-High Value,Yes,1,0.8577500891427912,Critical Risk,"Urgent retention call, service review, personalised offer"
0093-EXYQL,Female,Senior,No,No,40,25-48 Months,Month-to-month,Fiber optic,Electronic check,91.55,3673.6,1098.6,91.84,High Value,No,0,0.6910497140412762,High Risk,Proactive retention campaign and contract upgrade incentive
8064-RAVOH,Male,Non-Senior,No,Yes,1,0-12 Months,Month-to-month,DSL,Electronic check,49.85,49.85,598.2,49.85,Mid-Low Value,No,0,0.756449978965575,Critical Risk,"Urgent retention call, service review, personalised offer"
0219-QAERP,Male,Non-Senior,Yes,No,30,25-48 Months,One year,No,Credit card (automatic),19.8,576.65,237.6,19.221666666666668,Low Value,No,0,0.04583437050354369,Low Risk,Maintain standard service and monitor customer experience
0320-JDNQG,Male,Non-Senior,Yes,Yes,23,13-24 Months,Month-to-month,Fiber optic,Electronic check,99.85,2331.3,1198.1999999999998,101.3608695652174,High Value,Yes,1,0.6568611674281173,High Risk,Proactive retention campaign and contract upgrade incentive
7180-PISOG,Male,Non-Senior,Yes,Yes,1,0-12 Months,Month-to-month,Fiber optic,Electronic check,74.5,74.5,894.0,74.5,Mid-High Value,Yes,1,0.8786208498717666,Critical Risk,"Urgent retention call, service review, personalised offer"
9168-INPSZ,Female,Senior,Yes,No,44,25-48 Months,Month-to-month,Fiber optic,Electronic check,104.15,4495.65,1249.8000000000002,102.17386363636363,High Value,No,0,0.6558129844309748,High Risk,Proactive retention campaign and contract upgrade incentive
3571-RFHAR,Male,Non-Senior,No,No,65,49+ Months,Month-to-month,Fiber optic,Electronic check,109.15,6941.2,1309.8000000000002,106.78769230769232,High Value,Yes,1,0.571042778373894,High Risk,Proactive retention campaign and contract upgrade incentive
0015-UOCOJ,Female,Senior,No,No,7,0-12 Months,Month-to-month,DSL,Electronic check,48.2,340.35,578.4000000000001,48.621428571428574,Mid-Low Value,No,0,0.6500448648589701,High Risk,Proactive retention campaign and contract upgrade incentive
5334-AFQJB,Male,Senior,No,No,72,49+ Months,Two year,No,Credit card (automatic),25.1,1789.9,301.20000000000005,24.859722222222224,Low Value,No,0,0.04897333787513574,Low Risk,Maintain standard service and monitor customer experience
2754-SDJRD,Female,Senior,No,No,8,0-12 Months,Month-to-month,Fiber optic,Credit card (automatic),100.15,908.55,1201.8000000000002,113.56875,High Value,No,0,0.8449656660569085,Critical Risk,"Urgent retention call, service review, personalised offer"
9578-VRMNM,Female,Non-Senior,No,No,16,13-24 Months,Month-to-month,DSL,Credit card (automatic),65.2,1043.35,782.4000000000001,65.209375,Mid-Low Value,Yes,1,0.4986230501233708,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
1587-FKLZB,Male,Senior,Yes,Yes,66,49+ Months,Month-to-month,Fiber optic,Credit card (automatic),99.5,6822.15,1194.0,103.36590909090908,High Value,Yes,1,0.614228146238383,High Risk,Proactive retention campaign and contract upgrade incentive
6140-QNRQQ,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,Fiber optic,Mailed check,71.55,71.55,858.5999999999999,71.55,Mid-High Value,Yes,1,0.8581570557504358,Critical Risk,"Urgent retention call, service review, personalised offer"
8963-JLGJT,Male,Non-Senior,No,Yes,3,0-12 Months,Month-to-month,DSL,Mailed check,55.9,157.55,670.8,52.51666666666667,Mid-Low Value,No,0,0.5454808498208409,High Risk,Proactive retention campaign and contract upgrade incentive
4307-KTUMW,Male,Non-Senior,Yes,No,53,49+ Months,Month-to-month,Fiber optic,Electronic check,93.9,5029.2,1126.8000000000002,94.89056603773584,High Value,Yes,1,0.5431597594186924,High Risk,Proactive retention campaign and contract upgrade incentive
1465-LNTLJ,Male,Senior,Yes,No,8,0-12 Months,Month-to-month,DSL,Credit card (automatic),64.4,581.7,772.8000000000001,72.7125,Mid-Low Value,No,0,0.49519000207332875,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
5440-FLBQG,Male,Senior,Yes,No,69,49+ Months,Two year,Fiber optic,Bank transfer (automatic),108.4,7318.2,1300.8000000000002,106.0608695652174,High Value,Yes,1,0.3492549275090468,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
2135-DQWAQ,Female,Non-Senior,No,No,5,0-12 Months,Month-to-month,Fiber optic,Mailed check,85.3,420.45,1023.6,84.09,Mid-High Value,No,0,0.8449118207665688,Critical Risk,"Urgent retention call, service review, personalised offer"
4056-QHXHZ,Female,Non-Senior,Yes,Yes,72,49+ Months,Two year,Fiber optic,Mailed check,107.45,7576.7,1289.4,105.23194444444444,High Value,No,0,0.1936054579878087,Low Risk,Maintain standard service and monitor customer experience
7470-MCQTK,Female,Non-Senior,Yes,No,13,13-24 Months,Month-to-month,DSL,Bank transfer (automatic),48.75,633.4,585.0,48.72307692307693,Mid-Low Value,Yes,1,0.5325080341893972,High Risk,Proactive retention campaign and contract upgrade incentive
7488-MXJIV,Female,Non-Senior,No,No,4,0-12 Months,Month-to-month,Fiber optic,Electronic check,85.65,321.65,1027.8000000000002,80.4125,Mid-High Value,Yes,1,0.8754961304669348,Critical Risk,"Urgent retention call, service review, personalised offer"
7401-JIXNM,Female,Non-Senior,Yes,Yes,54,49+ Months,Two year,DSL,Credit card (automatic),91.3,4965.0,1095.6,91.94444444444444,High Value,No,0,0.07673769453200456,Low Risk,Maintain standard service and monitor customer experience
9339-FIIJL,Male,Non-Senior,Yes,No,72,49+ Months,Two year,DSL,Bank transfer (automatic),85.95,6151.9,1031.4,85.44305555555555,Mid-High Value,No,0,0.07645895300280146,Low Risk,Maintain standard service and monitor customer experience
2027-FECZV,Male,Non-Senior,No,No,12,0-12 Months,Month-to-month,Fiber optic,Electronic check,106.7,1253.9,1280.4,104.49166666666667,High Value,Yes,1,0.8230408345982734,Critical Risk,"Urgent retention call, service review, personalised offer"
2672-DZUOY,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,DSL,Electronic check,25.15,25.15,301.79999999999995,25.15,Low Value,Yes,1,0.7790382450160526,Critical Risk,"Urgent retention call, service review, personalised offer"
4706-DGAHW,Male,Senior,No,No,1,0-12 Months,Month-to-month,DSL,Electronic check,45.2,45.2,542.4000000000001,45.2,Mid-Low Value,No,0,0.7594657662506683,Critical Risk,"Urgent retention call, service review, personalised offer"
3870-MQAMG,Female,Non-Senior,Yes,No,54,49+ Months,One year,Fiber optic,Electronic check,110.35,5893.15,1324.1999999999998,109.1324074074074,High Value,Yes,1,0.4797998900083116,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
6670-MFRPK,Male,Non-Senior,Yes,Yes,69,49+ Months,Two year,Fiber optic,Credit card (automatic),79.2,5420.65,950.4,78.56014492753623,Mid-High Value,No,0,0.20682145044914804,Low Risk,Maintain standard service and monitor customer experience
6177-PEVRA,Female,Non-Senior,No,No,48,25-48 Months,Two year,DSL,Credit card (automatic),55.5,2627.35,666.0,54.73645833333333,Mid-Low Value,No,0,0.12335841260911952,Low Risk,Maintain standard service and monitor customer experience
4800-CZMPC,Female,Non-Senior,Yes,Yes,48,25-48 Months,One year,Fiber optic,Credit card (automatic),103.25,5037.55,1239.0,104.94895833333334,High Value,Yes,1,0.43084565145506715,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4813-HQMGZ,Female,Non-Senior,Yes,No,8,0-12 Months,Month-to-month,Fiber optic,Electronic check,90.25,743.75,1083.0,92.96875,High Value,No,0,0.8426986861920486,Critical Risk,"Urgent retention call, service review, personalised offer"
7579-KKLOE,Male,Non-Senior,Yes,Yes,71,49+ Months,Two year,DSL,Mailed check,91.25,6589.6,1095.0,92.8112676056338,High Value,No,0,0.053659565562709496,Low Risk,Maintain standard service and monitor customer experience
7377-DMMRI,Male,Non-Senior,No,No,2,0-12 Months,Month-to-month,DSL,Electronic check,47.8,92.45,573.5999999999999,46.225,Mid-Low Value,Yes,1,0.6967885656081968,High Risk,Proactive retention campaign and contract upgrade incentive
8402-EIVQS,Male,Non-Senior,Yes,No,67,49+ Months,One year,Fiber optic,Credit card (automatic),100.9,6733.15,1210.8000000000002,100.494776119403,High Value,No,0,0.3708521899581381,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4947-DSMXK,Male,Non-Senior,Yes,Yes,34,25-48 Months,Month-to-month,Fiber optic,Bank transfer (automatic),97.7,3410.0,1172.4,100.29411764705884,High Value,No,0,0.635495579490816,High Risk,Proactive retention campaign and contract upgrade incentive
7245-NIIWQ,Female,Non-Senior,No,No,3,0-12 Months,Month-to-month,Fiber optic,Electronic check,69.85,199.85,838.1999999999999,66.61666666666666,Mid-Low Value,No,0,0.8216794182680612,Critical Risk,"Urgent retention call, service review, personalised offer"
0002-ORFBO,Female,Non-Senior,Yes,Yes,9,0-12 Months,One year,DSL,Mailed check,65.6,593.3,787.1999999999999,65.92222222222222,Mid-Low Value,No,0,0.3249487859595097,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
3324-OIRTO,Male,Non-Senior,Yes,Yes,71,49+ Months,One year,Fiber optic,Bank transfer (automatic),104.65,7288.4,1255.8000000000002,102.65352112676057,High Value,No,0,0.30385820581033857,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
5414-OFQCB,Male,Non-Senior,No,No,57,49+ Months,Two year,Fiber optic,Credit card (automatic),90.45,5229.8,1085.4,91.75087719298246,High Value,No,0,0.2141947741459156,Low Risk,Maintain standard service and monitor customer experience
4967-WPNCF,Male,Non-Senior,No,No,72,49+ Months,Two year,DSL,Bank transfer (automatic),63.7,4464.8,764.4000000000001,62.01111111111111,Mid-Low Value,No,0,0.05255858014367773,Low Risk,Maintain standard service and monitor customer experience
8552-OBVRU,Female,Senior,Yes,Yes,48,25-48 Months,Month-to-month,Fiber optic,Electronic check,104.5,5068.05,1254.0,105.584375,High Value,No,0,0.5732304660772595,High Risk,Proactive retention campaign and contract upgrade incentive
8499-BRXTD,Male,Non-Senior,No,No,18,13-24 Months,One year,No,Mailed check,20.1,401.85,241.2,22.325000000000003,Low Value,No,0,0.07191262231966801,Low Risk,Maintain standard service and monitor customer experience
9154-QDGTH,Male,Non-Senior,Yes,Yes,43,25-48 Months,One year,Fiber optic,Credit card (automatic),104.3,4451.85,1251.6,103.53139534883722,High Value,No,0,0.44442416929591594,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
8197-BFWVU,Female,Non-Senior,Yes,Yes,72,49+ Months,Two year,DSL,Bank transfer (automatic),93.25,6688.95,1119.0,92.90208333333334,High Value,No,0,0.056538262169852666,Low Risk,Maintain standard service and monitor customer experience
2577-GVSIL,Male,Non-Senior,Yes,Yes,35,25-48 Months,One year,DSL,Bank transfer (automatic),73.45,2661.1,881.4000000000001,76.03142857142856,Mid-High Value,No,0,0.25819529763020627,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
9367-OIUXP,Male,Non-Senior,No,No,4,0-12 Months,Month-to-month,No,Mailed check,20.7,73.05,248.4,18.2625,Low Value,No,0,0.27912691164900333,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
6770-UAYGJ,Female,Non-Senior,Yes,Yes,49,49+ Months,Two year,No,Mailed check,25.25,1211.65,303.0,24.727551020408164,Low Value,No,0,0.039546606692919595,Low Risk,Maintain standard service and monitor customer experience
6463-HHXJR,Female,Non-Senior,Yes,Yes,71,49+ Months,Two year,Fiber optic,Bank transfer (automatic),100.5,7030.65,1206.0,99.02323943661972,High Value,No,0,0.14624343003805504,Low Risk,Maintain standard service and monitor customer experience
7928-VJYAB,Male,Non-Senior,Yes,Yes,11,0-12 Months,Month-to-month,Fiber optic,Electronic check,90.6,1020.2,1087.1999999999998,92.74545454545456,High Value,No,0,0.7894371377846945,Critical Risk,"Urgent retention call, service review, personalised offer"
1187-WILMM,Male,Non-Senior,Yes,Yes,63,49+ Months,Two year,DSL,Credit card (automatic),89.4,5597.65,1072.8000000000002,88.8515873015873,Mid-High Value,No,0,0.055605941827501254,Low Risk,Maintain standard service and monitor customer experience
9776-OJUZI,Female,Senior,No,No,65,49+ Months,Month-to-month,Fiber optic,Bank transfer (automatic),95.45,6223.3,1145.4,95.74307692307691,High Value,No,0,0.5587999345515404,High Risk,Proactive retention campaign and contract upgrade incentive
1306-RPWXZ,Female,Non-Senior,No,Yes,49,49+ Months,Two year,No,Credit card (automatic),20.45,1024.65,245.4,20.91122448979592,Low Value,No,0,0.04462635417963432,Low Risk,Maintain standard service and monitor customer experience
8949-JTMAY,Female,Non-Senior,No,No,29,25-48 Months,Month-to-month,Fiber optic,Credit card (automatic),98.6,2933.2,1183.1999999999998,101.14482758620689,High Value,Yes,1,0.6675389666603607,High Risk,Proactive retention campaign and contract upgrade incentive
2774-LVQUS,Female,Senior,Yes,No,15,13-24 Months,Month-to-month,Fiber optic,Electronic check,83.05,1258.3,996.6,83.88666666666667,Mid-High Value,Yes,1,0.7212270247216737,High Risk,Proactive retention campaign and contract upgrade incentive
3097-PYWXL,Female,Non-Senior,Yes,Yes,4,0-12 Months,Month-to-month,No,Electronic check,19.95,82.9,239.4,20.725,Low Value,No,0,0.3071534263611879,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
2266-SJNAT,Female,Non-Senior,Yes,No,72,49+ Months,One year,Fiber optic,Credit card (automatic),109.15,7789.6,1309.8000000000002,108.1888888888889,High Value,No,0,0.36466357440302793,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
0869-PAPRP,Female,Senior,Yes,No,26,25-48 Months,Month-to-month,Fiber optic,Credit card (automatic),85.7,2067.0,1028.4,79.5,Mid-High Value,No,0,0.6265445220209834,High Risk,Proactive retention campaign and contract upgrade incentive
4238-JSSWH,Female,Senior,Yes,No,35,25-48 Months,Month-to-month,Fiber optic,Bank transfer (automatic),102.05,3452.55,1224.6,98.64428571428572,High Value,No,0,0.6315793470995181,High Risk,Proactive retention campaign and contract upgrade incentive
